"Date & Time","Value"
"2017-04-24 00:01:20","26.08"
"2017-04-24 00:06:20","26.08"
"2017-04-24 00:11:21","26.08"
"2017-04-24 00:16:23","26.08"
"2017-04-24 00:21:23","26.08"
"2017-04-24 00:26:23","26.08"
"2017-04-24 00:31:23","26.08"
"2017-04-24 00:36:23","26.08"
"2017-04-24 00:41:23","26.08"
"2017-04-24 00:46:27","26.08"
"2017-04-24 00:51:26","26.08"
"2017-04-24 00:56:26","26.08"
"2017-04-24 01:01:26","26.08"
"2017-04-24 01:06:26","26.08"
"2017-04-24 01:11:26","26.08"
"2017-04-24 01:16:26","26.08"
"2017-04-24 01:21:29","26.08"
"2017-04-24 01:26:28","26.08"
"2017-04-24 01:31:29","26.08"
"2017-04-24 01:36:29","26.08"
"2017-04-24 01:41:29","26.08"
"2017-04-24 01:46:29","26.08"
"2017-04-24 01:51:29","26.08"
"2017-04-24 01:56:31","26.16"
"2017-04-24 02:01:31","26.16"
"2017-04-24 02:06:31","26.16"
"2017-04-24 02:11:31","26.16"
"2017-04-24 02:26:34","26.16"
"2017-04-24 02:31:34","26.16"
"2017-04-24 02:36:34","26.16"
"2017-04-24 02:41:34","26.16"
"2017-04-24 02:46:34","26.16"
"2017-04-24 02:51:34","26.16"
"2017-04-24 02:56:34","26.16"
"2017-04-24 03:01:37","26.16"
"2017-04-24 03:06:36","26.16"
"2017-04-24 03:11:36","26.16"
"2017-04-24 03:16:36","26.16"
"2017-04-24 03:21:37","26.16"
"2017-04-24 03:26:37","26.16"
"2017-04-24 03:31:37","26.16"
"2017-04-24 03:36:39","26.16"
"2017-04-24 03:41:39","26.16"
"2017-04-24 03:46:39","26.16"
"2017-04-24 03:51:39","26.16"
"2017-04-24 03:56:39","26.16"
"2017-04-24 04:01:39","26.16"
"2017-04-24 04:06:39","26.16"
"2017-04-24 04:11:41","26.16"
"2017-04-24 04:16:41","26.16"
"2017-04-24 04:21:42","26.16"
"2017-04-24 04:26:42","26.16"
"2017-04-24 04:31:42","26.16"
"2017-04-24 04:36:42","26.16"
"2017-04-24 04:41:44","26.16"
"2017-04-24 04:46:44","26.16"
"2017-04-24 04:51:44","26.16"
"2017-04-24 04:56:44","26.16"
"2017-04-24 05:01:44","26.16"
"2017-04-24 05:06:44","26.16"
"2017-04-24 05:11:44","26.16"
"2017-04-24 05:16:47","26.16"
"2017-04-24 05:21:47","26.16"
"2017-04-24 05:26:47","26.16"
"2017-04-24 05:31:47","26.16"
"2017-04-24 05:36:47","26.16"
"2017-04-24 05:41:47","26.16"
"2017-04-24 05:46:47","26.16"
"2017-04-24 05:51:50","26.16"
"2017-04-24 05:56:49","26.16"
"2017-04-24 06:01:49","26.16"
"2017-04-24 06:06:49","26.16"
"2017-04-24 06:11:49","26.16"
"2017-04-24 06:16:49","26.16"
"2017-04-24 06:21:49","26.16"
"2017-04-24 06:26:52","26.16"
"2017-04-24 06:31:52","26.16"
"2017-04-24 06:36:52","26.16"
"2017-04-24 06:41:52","26.16"
