"Date & Time","Value"
"2017-03-15 00:00:06","24.7"
"2017-03-15 00:05:08","24.7"
"2017-03-15 00:10:10","24.7"
"2017-03-15 00:15:14","24.79"
"2017-03-15 00:20:16","24.79"
"2017-03-15 00:25:18","24.79"
"2017-03-15 00:30:20","24.79"
"2017-03-15 00:35:22","24.79"
"2017-03-15 00:40:24","24.79"
"2017-03-15 00:45:29","24.87"
"2017-03-15 00:50:31","24.87"
"2017-03-15 00:55:33","24.87"
"2017-03-15 01:00:35","24.87"
"2017-03-15 01:05:37","24.87"
"2017-03-15 01:10:39","24.87"
"2017-03-15 01:15:41","24.87"
"2017-03-15 01:20:45","24.96"
"2017-03-15 01:25:47","24.96"
"2017-03-15 01:30:49","24.96"
"2017-03-15 01:35:51","24.96"
"2017-03-15 01:40:53","24.96"
"2017-03-15 01:45:55","24.96"
"2017-03-15 01:51:00","25.05"
"2017-03-15 01:56:02","25.05"
"2017-03-15 02:01:04","25.05"
"2017-03-15 02:06:06","25.05"
"2017-03-15 02:11:08","25.05"
"2017-03-15 02:16:10","25.05"
"2017-03-15 02:21:14","25.05"
"2017-03-15 02:26:16","25.05"
"2017-03-15 02:31:18","25.05"
"2017-03-15 02:36:20","25.05"
"2017-03-15 02:41:22","25.05"
"2017-03-15 02:46:24","25.05"
"2017-03-15 02:51:28","25.13"
"2017-03-15 02:56:30","25.13"
"2017-03-15 03:01:32","25.13"
"2017-03-15 03:06:34","25.13"
"2017-03-15 03:11:36","25.13"
"2017-03-15 03:16:38","25.13"
"2017-03-15 03:21:40","25.13"
"2017-03-15 03:26:44","25.13"
"2017-03-15 03:31:46","25.13"
"2017-03-15 03:36:49","25.13"
"2017-03-15 03:41:51","25.13"
"2017-03-15 03:46:52","25.13"
"2017-03-15 03:51:54","25.13"
"2017-03-15 03:56:58","25.22"
"2017-03-15 04:02:00","25.22"
"2017-03-15 04:07:02","25.22"
"2017-03-15 04:12:04","25.22"
"2017-03-15 04:17:06","25.22"
"2017-03-15 04:22:08","25.22"
"2017-03-15 04:27:13","25.22"
"2017-03-15 04:32:15","25.22"
"2017-03-15 04:37:17","25.22"
"2017-03-15 04:42:19","25.22"
"2017-03-15 04:47:21","25.22"
"2017-03-15 04:52:23","25.22"
"2017-03-15 04:57:28","25.22"
"2017-03-15 05:02:29","25.22"
"2017-03-15 05:07:31","25.22"
"2017-03-15 05:12:33","25.22"
"2017-03-15 05:17:35","25.22"
"2017-03-15 05:22:37","25.22"
"2017-03-15 05:27:39","25.22"
"2017-03-15 05:32:43","25.22"
"2017-03-15 05:37:45","25.22"
"2017-03-15 05:42:48","25.22"
"2017-03-15 05:47:50","25.22"
"2017-03-15 05:52:52","25.22"
"2017-03-15 05:57:54","25.22"
"2017-03-15 06:02:58","25.3"
"2017-03-15 06:08:00","25.3"
"2017-03-15 06:13:02","25.3"
"2017-03-15 06:18:04","25.3"
"2017-03-15 06:23:06","25.3"
"2017-03-15 06:28:08","25.3"
"2017-03-15 06:33:12","25.3"
"2017-03-15 06:38:14","25.3"
"2017-03-15 06:43:16","25.3"
"2017-03-15 06:48:18","25.3"
"2017-03-15 06:53:20","25.3"
"2017-03-15 06:58:22","25.3"
"2017-03-15 07:03:26","25.3"
"2017-03-15 07:08:28","25.3"
"2017-03-15 07:13:30","25.3"
"2017-03-15 07:18:33","25.3"
"2017-03-15 07:23:35","25.3"
"2017-03-15 07:28:37","25.3"
"2017-03-15 07:33:39","25.3"
"2017-03-15 07:38:43","25.3"
"2017-03-15 07:43:45","25.3"
"2017-03-15 07:48:47","25.3"
"2017-03-15 07:53:49","25.3"
"2017-03-15 07:58:51","25.3"
"2017-03-15 08:03:53","25.3"
"2017-03-15 08:08:57","25.39"
"2017-03-15 08:13:59","25.39"
"2017-03-15 08:19:01","25.39"
"2017-03-15 08:24:02","25.39"
"2017-03-15 08:29:04","25.39"
"2017-03-15 08:34:06","25.39"
"2017-03-15 08:39:10","25.39"
"2017-03-15 08:44:12","25.39"
"2017-03-15 08:49:17","25.05"
"2017-03-15 08:54:21","24.27"
"2017-03-15 08:59:23","24.27"
"2017-03-15 09:04:25","24.27"
"2017-03-15 09:09:27","24.27"
"2017-03-15 09:14:29","24.27"
"2017-03-15 09:19:31","24.27"
"2017-03-15 09:24:35","23.67"
"2017-03-15 09:29:37","23.67"
"2017-03-15 09:34:39","23.67"
"2017-03-15 09:39:41","23.67"
"2017-03-15 09:44:44","23.67"
"2017-03-15 09:49:46","23.67"
"2017-03-15 09:54:48","23.67"
"2017-03-15 09:59:52","23.59"
"2017-03-15 10:04:54","23.59"
"2017-03-15 10:09:56","23.59"
"2017-03-15 10:14:58","23.59"
"2017-03-15 10:20:00","23.59"
"2017-03-15 10:25:03","23.59"
"2017-03-15 10:30:07","23.42"
"2017-03-15 10:35:09","23.42"
"2017-03-15 10:40:11","23.42"
"2017-03-15 10:45:13","23.42"
"2017-03-15 10:50:15","23.42"
"2017-03-15 10:55:17","23.42"
"2017-03-15 11:00:21","23.33"
"2017-03-15 11:05:23","23.33"
"2017-03-15 11:10:26","23.33"
"2017-03-15 11:15:28","23.33"
"2017-03-15 11:20:30","23.33"
"2017-03-15 11:25:32","23.33"
"2017-03-15 11:30:36","23.33"
"2017-03-15 11:35:38","23.33"
"2017-03-15 11:40:40","23.33"
"2017-03-15 11:45:43","23.33"
"2017-03-15 11:50:45","23.33"
"2017-03-15 11:55:47","23.33"
"2017-03-15 12:00:49","23.33"
"2017-03-15 12:05:53","23.24"
"2017-03-15 12:10:55","23.24"
"2017-03-15 12:15:58","23.24"
"2017-03-15 12:21:00","23.24"
"2017-03-15 12:26:02","23.24"
"2017-03-15 12:31:04","23.24"
"2017-03-15 12:36:08","23.16"
"2017-03-15 12:41:10","23.16"
"2017-03-15 12:46:12","23.16"
"2017-03-15 12:51:14","23.16"
"2017-03-15 12:56:17","23.16"
"2017-03-15 13:01:19","23.16"
"2017-03-15 13:06:23","22.99"
"2017-03-15 13:11:25","22.99"
"2017-03-15 13:16:27","22.99"
"2017-03-15 13:21:30","22.99"
"2017-03-15 13:26:32","22.99"
"2017-03-15 13:31:34","22.99"
"2017-03-15 13:36:36","22.99"
"2017-03-15 13:41:40","23.07"
"2017-03-15 13:46:43","23.07"
"2017-03-15 13:51:45","23.07"
"2017-03-15 13:56:47","23.07"
"2017-03-15 14:01:49","23.07"
"2017-03-15 14:06:52","23.07"
"2017-03-15 14:11:56","23.07"
"2017-03-15 14:16:58","23.07"
"2017-03-15 14:22:00","23.07"
"2017-03-15 14:27:02","23.07"
"2017-03-15 14:32:05","23.07"
"2017-03-15 14:37:07","23.07"
"2017-03-15 14:42:11","22.99"
"2017-03-15 14:47:13","22.99"
"2017-03-15 14:52:15","22.99"
"2017-03-15 17:49:17","24.1"
"2017-03-15 17:54:19","24.1"
"2017-03-15 17:59:23","23.59"
"2017-03-15 18:04:25","23.59"
"2017-03-15 18:09:27","23.59"
"2017-03-15 18:14:30","23.59"
"2017-03-15 18:19:32","23.59"
"2017-03-15 18:24:34","23.59"
"2017-03-15 18:29:36","23.59"
"2017-03-15 18:34:40","23.42"
"2017-03-15 18:39:42","23.42"
"2017-03-15 18:44:44","23.42"
"2017-03-15 18:49:46","23.42"
"2017-03-15 18:54:49","23.42"
"2017-03-15 18:59:51","23.42"
"2017-03-15 19:04:55","23.33"
"2017-03-15 19:09:57","23.33"
"2017-03-15 19:14:59","23.33"
"2017-03-15 19:20:01","23.33"
"2017-03-15 19:25:04","23.33"
"2017-03-15 19:30:06","23.33"
"2017-03-15 19:35:10","23.33"
"2017-03-15 19:40:12","23.33"
"2017-03-15 19:45:14","23.33"
"2017-03-15 19:50:16","23.33"
"2017-03-15 19:55:18","23.33"
"2017-03-15 20:00:21","23.33"
"2017-03-15 20:05:25","23.24"
"2017-03-15 20:10:27","23.24"
"2017-03-15 20:15:29","23.24"
"2017-03-15 20:20:31","23.24"
"2017-03-15 20:25:34","23.24"
"2017-03-15 20:30:36","23.24"
"2017-03-15 20:35:38","23.24"
"2017-03-15 20:40:42","23.24"
"2017-03-15 20:45:44","23.24"
"2017-03-15 20:50:47","23.24"
"2017-03-15 20:55:49","23.24"
"2017-03-15 21:00:51","23.24"
"2017-03-15 21:05:53","23.24"
"2017-03-15 21:10:57","23.33"
"2017-03-15 21:15:59","23.33"
"2017-03-15 21:21:01","23.33"
"2017-03-15 21:26:03","23.33"
"2017-03-15 21:31:06","23.33"
"2017-03-15 21:36:08","23.33"
"2017-03-15 21:41:12","23.33"
"2017-03-15 21:46:14","23.33"
"2017-03-15 21:51:16","23.33"
"2017-03-15 21:56:19","23.33"
"2017-03-15 22:01:21","23.33"
"2017-03-15 22:06:23","23.33"
"2017-03-15 22:11:25","23.33"
"2017-03-15 22:16:29","23.67"
"2017-03-15 22:21:31","23.67"
"2017-03-15 22:26:33","23.67"
"2017-03-15 22:31:35","23.67"
